DepMap_ID,stripped_cell_line_name,CCLE_Name,Alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-001616,OCILY18,OCILY18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2.0,-5.3810397000000005,Suspension,IMDM + 10-20% FBS,15,,pleural_effusion,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),56,,,lymphocyte,non_hodgkin_lymphoma,DLBCL,
ACH-001617,OCILY7,OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1659819.0,Male,DSMZ,,,,,,CVCL_1881,haematopoietic_and_lymphoid_tissue,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),48,SIDM00459,,lymphocyte,non_hodgkin_lymphoma,DLBCL,
ACH-001618,OCIM2,OCIM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Unknown,DSMZ,2.0,-3.1796333,Suspension,IMDM + 20% FBS,15.2,CVCL_2150,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),56,,,blood,AML,,
ACH-001619,OCUG1,OCUG1_BILIARY_TRACT,,,Male,JCRB,2.0,-2.3868107999999997,Adherent,DMEM + 10% FBS + 2mM Glutamine + 0.5mM Sodium pyruvate,20.9,,ascites,Metastasis,Gallbladder Cancer,Adenocarcinoma,43,,,bile_duct,gallbladder_adenocarcinoma,,
ACH-001622,ONDA7,ONDA7_CENTRAL_NERVOUS_SYSTEM,,,Male,JCRB,1.0,-4.6879485,Adherent,IMDM + 10-20% FBS,34,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,51,,,central_nervous_system,glioma,glioblastoma,
ACH-001623,ONDA8,ONDA8_CENTRAL_NERVOUS_SYSTEM,,,Female,JCRB,2.0,-3.6254248,Adherent,IMDM + 10-20% FBS,16.3,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,31,,,central_nervous_system,glioma,glioblastoma,
ACH-001624,ONDA9,ONDA9_CENTRAL_NERVOUS_SYSTEM,,,Male,JCRB,2.0,-2.1983674,Adherent,DMEM + 10% FBS,23,CVCL_1R14,central_nervous_system,Primary,Brain Cancer,Glioblastoma,58,,,central_nervous_system,glioma,glioblastoma,
ACH-001625,OSC19,OSC19_UPPER_AERODIGESTIVE_TRACT,,1298362.0,Male,JCRB,,,,,,CVCL_3086,lymph_node,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,61,SIDM00566,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001626,OSC20,OSC20_UPPER_AERODIGESTIVE_TRACT,,1240196.0,Female,JCRB,,,,,,CVCL_3087,lymph_node,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,59,SIDM00565,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001627,P4E6,P4E6_PROSTATE,,,Male,Sigma-Aldrich,2.0,-5.8602707999999994,Adherent,Stemline Keratinocyte Medium II + 2% FBS + 2mM Glutamine + Stemline keratinocyte growth supplement,10,,prostate,Primary,Prostate Cancer,Adenocarcinoma,,,,prostate,prostate_adenocarcinoma,,
ACH-001628,PEA1,PEA1_OVARY,,,Female,Sigma-Aldrich,2.0,-2.4691826,Adherent,RPMI + 10% FBS + 2mM Glutamine + Sodium pyruvate,20.8,CVCL_2682,pleural_effusion,Metastasis,Ovarian Cancer,Cystadenocarcinoma,,,,ovary,ovary_adenocarcinoma,,
ACH-001630,PEO1,PEO1_OVARY,,1480372.0,Female,Sigma-Aldrich,2.0,-5.7745608,Adherent,RPMI + 10% FBS + 1% Glutamine + 1% Sodium pyruvate,12.8,CVCL_2686,ascites,Metastasis,Ovarian Cancer,Cystadenocarcinoma,,SIDM00472,,ovary,ovary_adenocarcinoma,,
ACH-001632,PEO4,PEO4_OVARY,,,Female,Sigma-Aldrich,,,,,,CVCL_2690,ascites,Metastasis,Ovarian Cancer,Cystadenocarcinoma,,SIDM00471,,ovary,ovary_adenocarcinoma,,
ACH-001634,PGA1,PGA1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_Y545,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Chronic Lymphoblastic Leukemia (CLL), B-cell",,,,blood,CLL,b_cell,
ACH-001636,RAMOS,RAMOS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RA 1,,Male,ATCC,,,,,,,ascites,Primary,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",3,SIDM01094,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-001638,RCK8,RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330995.0,Male,DSMZ,0.0,-0.3545169,,,,CVCL_1883,ascites,Primary,Lymphoma,B-cell,,SIDM00448,,lymphocyte,lymphoma_unspecified,b_cell,
ACH-001639,ROS50,ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331025.0,Male,DSMZ,,,,,,CVCL_1887,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",69,SIDM00415,,blood,ALL,b_cell,
ACH-001641,SAT,SAT_UPPER_AERODIGESTIVE_TRACT,,1299050.0,Unknown,JCRB,,,,,,CVCL_3160,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,,SIDM00350,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001642,SCC3,SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910930.0,Female,JCRB,,,,,,CVCL_1683,pleural_effusion,Primary,Lymphoma,"B-cell, Non-Hodgkins",20,SIDM00384,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-001645,SEKI,SEKI_SKIN,,,Female,JCRB,2.0,-3.0418604,Suspension,RPMI + 20% FBS,27.5,CVCL_3162,skin,Primary,Skin Cancer,Melanoma,28,,,skin,melanoma,,
ACH-001647,SHI1,SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2.0,-3.6167736000000006,Suspension,IMDM + 20% FBS,35.9,CVCL_2191,bone_marrow,Metastasis,Leukemia,Acute Myelogenous Leukemia (AML),37,,,blood,AML,,
ACH-001648,SHMAC4,SHMAC4_PROSTATE,,,Unknown,Sigma-Aldrich,,,,,,,prostate,Primary,Prostate Cancer,Adenocarcinoma,,,,prostate,prostate_adenocarcinoma,,
ACH-001649,SHMAC5,SHMAC5_PROSTATE,,,Unknown,Sigma-Aldrich,,,,,,,prostate,Primary,Prostate Cancer,Adenocarcinoma,,,,prostate,prostate_adenocarcinoma,,
ACH-001650,SISO,SISO_CERVIX,,1240212.0,Female,DSMZ,3.0,-4.4648832,Adherent,RPMI + 10% heat inactivated FBS,9.4,CVCL_2193,cervix,Primary,Cervical Cancer,Cervical Adenocarcinoma,67,SIDM00394,,cervix,cervical_adenocarcinoma,,
ACH-001651,SKGI,SKGI_ENDOMETRIUM,,,Female,JCRB,2.0,-2.8723039,Adherent,F12 + 10% FBS,6.1,CVCL_2793,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Squamous Cell Carcinoma,,,,uterus,endometrial_squamous,,
ACH-001652,SKGII,SKGII_ENDOMETRIUM,,,Female,JCRB,2.0,-4.6523974,Adherent,F12 + 10% FBS,8.3,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Squamous Cell Carcinoma,,,,uterus,endometrial_squamous,,
ACH-001653,SKGT2,SKGT2_STOMACH,,1503364.0,Male,Sigma-Aldrich,2.0,-4.753842,Adherent,RPMI + 10% FBS + 2mM Glutamine,8.8,CVCL_2194,stomach,Primary,Gastric Cancer,Adenocarcinoma,72,SIDM00393,,gastric,gastric_adenocarcinoma,,
ACH-001654,SKGT4,SKGT4_OESOPHAGUS,,1503365.0,Male,Sigma-Aldrich,2.0,-4.1264685,Adherent,RPMI + 10% FBS + 2mM Glutamine,11.6,CVCL_2195,oesophagus,Primary,Esophageal Cancer,Adenocarcinoma,,SIDM00483,,esophagus,esophagus_adenocarcinoma,,
ACH-001655,SKN,SKN_ENDOMETRIUM,,1240215.0,Female,JCRB,2.0,-2.5788466,Adherent,F12 + 10% FBS,46,CVCL_3167,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Squamous Cell Carcinoma,52,SIDM00377,,uterus,endometrial_squamous,,
ACH-001656,SKNO1,SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,Academic lab,,,,,,CVCL_2196,bone_marrow,Metastasis,Leukemia,Acute Myelogenous Leukemia (AML),,,,blood,AML,,
ACH-001664,SNU638,SNU638_STOMACH,,,Male,KCLB,2.0,-5.4248803,Adherent,RPMI + 10% FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate + 100units/ml Pen-Strep,3.9,CVCL_0102,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,48,,,gastric,gastric_adenocarcinoma,,
ACH-001668,SUSA,SUSA_TESTIS,,,Male,DSMZ,1.0,-1.7335033,Adherent,RPMI + 20% FBS,8.5,CVCL_L280,Embryonal,Primary,Teratoma,Testicular,30,,,embryo,teratoma,testicular,
ACH-001670,TASK1,TASK1_CENTRAL_NERVOUS_SYSTEM,,,Female,JCRB,,,,,,CVCL_3177,central_nervous_system,Primary,Brain Cancer,Primitive Neuroectodermal Tumor (PNET),21,SIDM00026,,peripheral_nervous_system,PNET,,
ACH-001673,TFK1,TFK1_BILIARY_TRACT,,,Male,DSMZ,2.0,-5.4612915,Adherent,RPMI + 10% heat inactivated FBS,9.1,CVCL_2214,biliary_tract,Primary,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",63,,,bile_duct,cholangiocarcinoma,extrahepatic,
ACH-001674,TGW,TGW_AUTONOMIC_GANGLIA,,910780.0,Male,JCRB,2.0,-4.2939545,Adherent,MEM + 10% FBS,10.6,CVCL_1771,autonomic_ganglia,Primary,Neuroblastoma,,,SIDM00324,,peripheral_nervous_system,neuroblastoma,,
ACH-001677,U2904,U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2.0,-2.1352241000000003,Suspension,RPMI + 10% FBS,44.1,CVCL_X504,pleural_effusion,Primary,Lymphoma,B-cell,59,,,lymphocyte,lymphoma_unspecified,b_cell,
ACH-001680,U698M,U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909777.0,Male,DSMZ,,,,,,CVCL_0017,upper_aerodigestive_tract,Metastasis,Lymphoma,Lymphoblastic Lymphoma,7,SIDM00424,,lymphocyte,non_hodgkin_lymphoma,lymphoblastic_lymphoma,
ACH-001685,UHO1,UHO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,1.0,-3.2520445,Suspension,IMDM:RPMI (4:1) + 20% FBS + 2mM L-glutamine,20,,pleural_effusion,Primary,Lymphoma,Hodgkins,23,,,lymphocyte,hodgkin_lymphoma,,
ACH-001687,UMRC3,UMRC3_KIDNEY,,,Unknown,Sigma-Aldrich,2.0,-3.6541049,Adherent,MEM + 10% FBS + 1% NEAA + 2mM Glutamine,14.3,,kidney,Primary,Kidney Cancer,Carcinoma,,,,kidney,,,
ACH-001688,UMRC7,UMRC7_KIDNEY,,,Male,Sigma-Aldrich,,,,,,,kidney,Primary,Kidney Cancer,Carcinoma,,,,kidney,,,
ACH-001690,UPCISCC026,UPCISCC026_UPPER_AERODIGESTIVE_TRACT,,,Female,DSMZ,2.0,-4.9337332,Adherent,MEM + 20% FBS + 2mM L-glutamine + NEAA,6.1,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,82,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001692,UPCISCC040,UPCISCC040_UPPER_AERODIGESTIVE_TRACT,,,Male,DSMZ,2.0,-4.7241157,Adherent,MEM + 10-20% FBS + 2mM L-glutamine + NEAA,5.4,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,50,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001694,UPCISCC074,UPCISCC074_UPPER_AERODIGESTIVE_TRACT,,,Female,DSMZ,,,,,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,51,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001698,UPCISCC116,UPCISCC116_UPPER_AERODIGESTIVE_TRACT,,,Male,DSMZ,2.0,-4.3196401,Adherent,MEM + 10-20% FBS + 2mM L-glutamine + NEAA,15.3,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,47,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001699,UPCISCC131,UPCISCC131_UPPER_AERODIGESTIVE_TRACT,,,Male,DSMZ,,,,,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,73,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001702,VAESBJ,VAESBJ_SOFT_TISSUE,,688121.0,Male,ATCC,2.0,-3.1994599,Adherent,DMEM + 10% FBS + 0.1mM NEAA + 4.5g/l Glucose,5.9,CVCL_1785,bone_marrow,Metastasis,Sarcoma,Epithelioid,41,SIDM01179,,soft_tissue,epithelioid_sarcoma,,
ACH-001703,VAL,VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331048.0,Female,DSMZ,,,,,,CVCL_1819,bone_marrow,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),50,SIDM00416,,lymphocyte,non_hodgkin_lymphoma,DLBCL,
ACH-001704,VMRCMELG,VMRCMELG_SKIN,,930301.0,Male,JCRB,,,,,,CVCL_1789,Colon,Primary,Skin Cancer,Melanoma,,SIDM00319,,skin,melanoma,,
ACH-001709,WSUNHL,WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909785.0,Female,DSMZ,,,,,,CVCL_1793,pleural_effusion,Primary,Lymphoma,B-cell,46,SIDM00412,,lymphocyte,lymphoma_unspecified,b_cell,
ACH-001711,PFSK1,PFSK1_CENTRAL_NERVOUS_SYSTEM,,683667.0,Male,ATCC,2.0,-1.7786911,Adherent,RPMI + 10% FBS,52.4,CVCL_1642,central_nervous_system,Primary,Brain Cancer,Primitive Neuroectodermal Tumor (PNET),2,SIDM01132,,central_nervous_system,PNET,,
ACH-001712,HS860T,HS860T_BONE,"HS-860, HS860",,Male,Academic lab,,,,,,,bone,,Bone Cancer,Osteosarcoma,22,,,bone,osteosarcoma,,
ACH-001715,CAL72,CAL72_BONE,,906827.0,Male,DSMZ,2.0,-2.923916,Adherent,DMEM + 10% FBS + 2mM L-glutamine + 1x Insulin-Transferrin-Selenium,43.2,CVCL_1113,bone,,Bone Cancer,Osteosarcoma,10,SIDM00930,,bone,osteosarcoma,,
ACH-001716,GOTO,GOTO_AUTONOMIC_GANGLIA,,906875.0,Male,JCRB,,,,,,CVCL_1234,autonomic_ganglia,,Neuroblastoma,,,SIDM00544,,peripheral_nervous_system,neuroblastoma,,
ACH-001719,OCIC4P,OCIC4P_OVARY,,,Female,Academic lab,2.0,-4.614731099999999,Adherent,RPMI + 10%FBS,21.1,,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, clear cell",,,,ovary,ovary_adenocarcinoma,clear_cell,
ACH-001735,SEMK2,SEMK2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,Academic lab,2.0,-3.167493,Suspension,RPMI + 10% FBS,29.3,CVCL_S906,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",5,,,blood,ALL,b_cell,
ACH-001736,HB1119,HB1119_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Unknown,Academic lab,2.0,-4.774629900000001,Suspension,RPMI + 10% FBS,9.3,CVCL_8227,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",,,,blood,ALL,b_cell,
ACH-001737,HSB2,HSB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Unknown,Academic lab,1.0,-1.6293676000000001,Suspension,RPMI + 10% FBS,32.9,CVCL_1859,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",11,,,blood,ALL,t_cell,
ACH-001738,CCRFCEM,CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905952.0,Female,Academic lab,,,,,,CVCL_0207,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",,SIDM00121,,blood,ALL,t_cell,
ACH-001740,RH28,RH28_SOFT_TISSUE,,,Male,Academic lab,3.0,-3.4994486000000005,Adherent,DMEM + 10% FBS,60.8,CVCL_8752,lymph_node,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",17,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-001741,RMS13,RMS13_SOFT_TISSUE,,,Unknown,Academic lab,,,,,,CVCL_UF98,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-001743,RC2,RC2_SOFT_TISSUE,,,Unknown,Academic lab,,,,,,CVCL_L510,soft_tissue,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,soft_tissue,rhabdomyosarcoma,alveolar,PAX3_FKHR
ACH-001745,RHJT,RHJT_SOFT_TISSUE,,,Unknown,Academic lab,3.0,-4.1012246,Adherent,DMEM + 10% FBS,64.4,CVCL_VU81,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-001750,TTC442,TTC442_SOFT_TISSUE,,,Male,Academic lab,2.0,-3.9401119,Adherent,DMEM + 10% FBS,41.7,CVCL_B255,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, embryonal",,,,soft_tissue,rhabdomyosarcoma,embryonal,
ACH-001751,RH36,RH36_SOFT_TISSUE,,,Male,Academic lab,,,,,,CVCL_M599,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, embryonal",15,,,soft_tissue,rhabdomyosarcoma,embryonal,
ACH-001765,RH4,RH4_SOFT_TISSUE,,,Female,Academic lab,3.0,-4.4884097,Adherent,DMEM + 10% FBS,27.4,CVCL_5916,liver,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-001767,CCLFPEDS0018T,CCLFPEDS0018T_SOFT_TISSUE,,,Unknown,,,,,,,,fibroblast,,Fibroblast,Soft tissue,,,,fibroblast,fibroblast_soft_tissue,alveolar,
ACH-001786,SNU1544,SNU1544_LARGE_INTESTINE,,,Female,KCLB,2.0,-2.3208087,Adherent,RPMI + 10% FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate + 100units/ml Pen-Strep,38,,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,38,,,colorectal,colorectal_adenocarcinoma,,
ACH-001790,RH18DM,RH18DM_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-1.3104206,Adherent,RPMI + 20% FBS,32.9,,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, embryonal",2,,,soft_tissue,rhabdomyosarcoma,embryonal,
ACH-001791,LPS6,LPS6_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-3.0849225,Adherent,DMEM:F12 (1:1) + 10% FBS + 1% Glutamax + 1% Pen-Strep,31.4,,soft_tissue,,Liposarcoma,,,,,soft_tissue,liposarcoma,,
ACH-001793,LPS27,LPS27_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-4.0061875,Adherent,DMEM:F12 (1:1) + 10% FBS + 1% Glutamax + 1% Pen-Strep,51.7,,soft_tissue,,Liposarcoma,,,,,soft_tissue,liposarcoma,,
ACH-001794,93T449,93T449_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-4.560556500000001,Adherent,RPMI + 10% FBS + 1% Pen-Strep,5.3,CVCL_U614,soft_tissue,Primary,Liposarcoma,WDLPS,,,,soft_tissue,liposarcoma,WDLPS,
ACH-001795,94T778,94T778_SOFT_TISSUE,,,Female,Academic lab,2.0,-5.0716546,Adherent,RPMI + 10% FBS + 1% Pen-Strep,11,,soft_tissue,,Liposarcoma,WDLPS,,,,soft_tissue,liposarcoma,WDLPS,
ACH-001796,95T1000,95T1000_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-3.4005582000000003,Adherent,RPMI + 10% FBS + 1% Pen-Strep,19.7,CVCL_WU67,soft_tissue,,Liposarcoma,WDLPS,,,,soft_tissue,liposarcoma,WDLPS,
ACH-001799,LPS141,LPS141_SOFT_TISSUE,,,Unknown,Academic lab,1.0,-3.6857306000000003,Adherent,RPMI + 15% FBS + 1% L-glutamine + 1% Pen-Strep-Ampho,12,,soft_tissue,,Liposarcoma,DDLPS,,,,soft_tissue,liposarcoma,DDLPS,
ACH-001802,LPS853,LPS853_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-3.9742153,Adherent,IMDM + 15% FBS + 1% L-glutamine + 1% Pen-Strep-Ampho,4.1,,soft_tissue,,Liposarcoma,DDLPS,,,,soft_tissue,liposarcoma,DDLPS,
ACH-001804,LPS510,LPS510_SOFT_TISSUE,,,Unknown,Academic lab,1.0,-2.6574842,Suspension,IMDM + 15% FBS + 1% L-glutamine + 1% Pen-Strep-Ampho,17,,soft_tissue,,Liposarcoma,WD/DDLPS,,,,soft_tissue,liposarcoma,WD_DDPLS,
ACH-001807,LPS067,LPS067_SOFT_TISSUE,,,Unknown,Academic lab,,,,,,,soft_tissue,Primary,Liposarcoma,DDLPS,,,,soft_tissue,liposarcoma,DDLPS,
ACH-001814,OS252,OS252_BONE,,,Unknown,Academic lab,2.0,-2.1746708999999997,Adherent,MEM + 20% FBS + 1% Sodium pyruvate + 1% NEAA,33.4,CVCL_WU66,bone,Primary,Bone Cancer,Osteosarcoma,,,,bone,osteosarcoma,,
ACH-001818,C396,C396_BONE,,,Unknown,Academic lab,,,,,,,bone,Metastasis,Bone Cancer,Osteosarcoma,,,,bone,osteosarcoma,,
ACH-001819,MFM223,MFM223_BREAST,,,Female,DSMZ,2.0,-4.4335111,Adherent,MEM + 15% FBS + 2mM L-glutamine + 1x Insulin-Transferrin-Selenium,18,CVCL_1408,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,,SIDM00332,,breast,breast_ductal_carcinoma,ERneg_HER2neg,luminal
ACH-001820,COLO824,COLO824_BREAST,,,Female,DSMZ,,,,,,CVCL_1136,pleural_effusion,Metastasis,Breast Cancer,,,SIDM00954,,breast,,,
ACH-001825,SW527,SW527_LARGE_INTESTINE,,,Unknown,,,,,,,,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,,,,colorectal,colorectal_adenocarcinoma,,
ACH-001827,184B5,184B5_BREAST,HMEC-184B5,,Unknown,,,,,,,CVCL_4688,breast,Primary,Non-Cancerous,,,,,engineered,,,
ACH-001834,ICC10,ICC10_BILIARY_TRACT,,,Unknown,Academic lab,1.0,-3.4793508,Adherent,RPMI + 10% FBS,7.2,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001835,ICC106,ICC106_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-4.2627833,Adherent,RPMI + 10% FBS,5.4,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001836,ICC108,ICC108_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-4.2095427,Adherent,RPMI + 10% FBS,3.5,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001838,ICC12,ICC12_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-3.5739774,Adherent,RPMI + 10% FBS,11.8,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001839,ICC137,ICC137_BILIARY_TRACT,ICC13,,Unknown,Academic lab,2.0,-3.3839357000000003,Adherent,RPMI + 10% FBS,27.2,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001841,ICC15,ICC15_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-5.4615293,Adherent,RPMI + 10% FBS,3,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",,,,bile_duct,cholangiocarcinoma,extrahepatic,
ACH-001842,ICC2,ICC2_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-1.8769804,Adherent,RPMI + 10% FBS,30.9,CVCL_VV27,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001843,ICC3,ICC3_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-1.4581524,Adherent,RPMI + 10% FBS,25.5,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001844,ICC4,ICC4_BILIARY_TRACT,,,Unknown,Academic lab,,,,,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001845,ICC5,ICC5_BILIARY_TRACT,,,Unknown,Academic lab,,,,,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001846,ICC6,ICC6_BILIARY_TRACT,,,Unknown,Academic lab,0.0,-0.1444156,,,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001848,ICC8,ICC8_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-4.160224299999999,Adherent,RPMI + 10% FBS,10.3,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001849,ICC9,ICC9_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-3.3084201,Adherent,RPMI + 10% FBS,9,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001850,G415,G415_BILIARY_TRACT,,,Male,RIKEN,1.0,-4.4375224,Adherent,RPMI + 10% FBS,11.9,,ascites,Metastasis,Gallbladder Cancer,Adenocarcinoma,,,,bile_duct,gallbladder_adenocarcinoma,,
ACH-001852,HKGZCC,HKGZCC_BILIARY_TRACT,,,Male,Academic lab,2.0,-6.0772143,Adherent,RPMI + 10% FBS,4.9,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001853,KMCH1,KMCH1_BILIARY_TRACT,,,Male,Academic lab,2.0,-2.6101069,Adherent,RPMI + 10% FBS,7,CVCL_7970,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
